7316	1954	0.00268953446554291
7157	476	0.000876533348018261
2052	33	0.000463212866981056
8611	53	0.000458915554951174
26230	96	0.000458711397036375
10654	7	0.000445975714733297
25915	5	0.000439796041257465
4598	9	0.000431916189111869
81578	38	0.000429887113315931
79048	2	0.000402423905109162
4851	175	0.000401919323352332
51196	60	0.000398659811849082
8874	133	0.000397989969964965
4116	319	0.000381173385671854
2995	1	0.000372339875352911
64328	5	0.000372006127644907
54538	4	0.000367124325384648
255877	1	0.000365243470552547
3795	8	0.000364809496021522
402	16	0.000363204734647969
10017	3	0.000362739437924251
1636	5	0.000362710009997177
653784	2	0.000359240421730692
4301	33	0.000357880450506486
54567	20	0.000357630923886893
3006	2	0.000353540620296862
9524	7	0.000348643124961939
35	16	0.000345767939526726
5600	144	0.000344898192339412
3012	9	0.000344839460407094
79608	2	0.000344654130883165
9196	42	0.000338974725929983
7086	28	0.000335480087540649
1345	27	0.000334047018572619
1000	84	0.000333005878594778
11156	9	0.000332495242451394
8793	5	0.000332446579832044
4855	27	0.00033239847881639
353091	1	0.00033018656486949
5303	3	0.000329880772083395
367	184	0.000325865197111161
1500	90	0.000325751414519311
1003	35	0.000325248808516831
88	107	0.000324872785070738
8646	22	0.000323652395027168
6935	6	0.000322868612045868
25902	16	0.000321875179648136
220064	1	0.000320093140842832
54734	2	0.000319562596103977
8819	52	0.000318866806214751
10395	64	0.000318019875847878
873	1	0.000317911290779768
124790	1	0.000315963050342351
10488	3	0.000315941708922646
8578	3	0.00031592050439969
1211	62	0.000315758592132879
3911	42	0.000315570648093491
55578	2	0.000314703190167331
5592	32	0.000314655423191515
115939	1	0.000313235565340884
521	21	0.000311811561678093
2324	40	0.000311621553097527
8805	8	0.000311500684321485
6233	473	0.000311410339586212
3355	171	0.000311221093345557
90121	3	0.000309482503445912
9475	73	0.000309427564720898
90627	57	0.000308675629781753
8637	8	0.000308552449788432
80727	1	0.00030837187935546
2877	28	0.000308342434397366
9223	8	0.000307912547241856
4149	171	0.000307675949044122
50515	10	0.000307418597121287
133522	39	0.000306944740954029
79090	8	0.000306894518516574
641	60	0.000306658352063946
221178	9	0.000305570626186328
143689	3	0.00030555971649632
3017	26	0.000304805376642618
11147	1	0.000304771154279908
255967	20	0.00030422165540845
56980	3	0.000304065192541681
26278	1	0.000303948691084381
29937	6	0.000303520334999922
5980	22	0.000303176683245818
1978	37	0.000303073453330488
3029	2	0.000302876040035519
8655	111	0.000302216610076372
1739	51	0.000301772787170052
56670	171	0.000301485067843469
10268	1	0.000300945520816403
867	162	0.000300454766255383
10750	13	0.000299646397297244
10063	5	0.000299606407720467
686	1	0.000298795725073693
57125	1	0.000298574466172889
10147	1	0.000297794853409646
79833	47	0.000297506824287815
91801	2	0.000296928314718371
